Search Word,Reference No,Validated Date,Status,Address,Summary
concrete tank,E1/97/1804,Mon 17 Nov 1997,Decided,"Tredown Farm, Warbstow, Launceston.",Replacement of existing slurry/dung store with concrete walled total containment store and construction of dirty water tank [ card 0186 wbw ]
concrete tank,E1/96/2747,Mon 16 Dec 1996,Decided,Trebullett Farm Trebullett Launceston Cornwall PL15 9QA,"Erection of 2 span bunker silo and lean-to stock pens, concrete aprons and effluent tank and access improvements [ card 0323 lez ]"
concrete tank,C1/PA25/1391/92,Wed 11 Nov 1992,Decided,Towan Farm Porthtowan Truro,"Construction of reinforced underground concrete tank for the storage of slurry sites: 252487,"
concrete tank,C1/AN25/1048/92,Mon 24 Aug 1992,Decided,Towan Farm Porthtowan Truro,"Construction of reinforced concrete tank for the storage of slurry sites: 252487,"
concrete tank,E2/91/00444/O,Thu 11 Apr 1991,Unknown,Pt OS 1431 Higher Penpoll St Veep,Outline application for erection of detached dwelling on site of concrete/asbestos agricul tural building. Installation of septic tank a nd alteration of existing vehicular/pedestria n access. (Resubmiss
concrete tank,C1/LB20/1005/90,Fri 29 Jun 1990,Decided,Barn At Park View Silverhill Perranwell Station Nr Truro,"Conversion of barn to dwelling & demolition of concrete block water tank sites: 200611,"
concrete tank,E1/90/1620,Tue 29 May 1990,Decided,Tremeere Manor Lanivet Bodmin Cornwall PL30 5JT,Erection of reinforced concrete slurry store with below ground settlement tank [ card 0465 lvt ]
concrete tank,E2/90/00541/F,Wed 25 Apr 1990,Decided,59000540F Rillaton Farm Rillaton Nr Rilla Mil,Installation of three stage settlement reinf orced concrete slurry tank approximately 7.3 15 x 2.430 m.
concrete tank,W1/87/P/1033,Mon 28 Sep 1987,Decided,27 South Road Goldsithney,Concrete parking area & hard standing for calor gas tank 26' x 15' with 9' gates to road Head No(s): 03029
concrete tank,W1/86/P/0358,Mon 14 Apr 1986,Decided,Porthia China Clay Works Towednack,Use of china clay settling tanks to manufacture and storage of precast concrete products installation of septic tank construction of covered machine area and toilet building Head No(s): 38307
concrete tank,C1/3761302H,Sat 01 Feb 1947,Unknown,,"Construction of underground reinforced concrete sewage s torage tank commercial rd PT3942 s w w a os reference: SW7834-7934 sites: 010144,"
concrete tank,C2/77/01218,Sat 01 Feb 1947,Decided,"Land At/Fowey Docks, Fowey",CONSTRUCTION OF TWO CONCRETE TANKS
concrete tank,C1/3760681H,Sat 01 Feb 1947,Unknown,,"Construction of concrete tanker stand insertion of inter ceptor ponsharden PT4034 r a s dale os reference: SW7833 7933 sites: 020066,"
concrete tank,W2/79/01484/F,Sat 01 Feb 1947,Decided,Little Tehidy Caravan Park Illogan,Installation of drains and concrete bases to 12 existing caravan pitches and installation of calor gas tank.
concrete tank,C1/376130H,Sat 01 Feb 1947,Unknown,,"Erection of reinforced concrete sewage storage tank and construction of pumping station exchequer quay commercia l rd pt 3226 s w w a os reference: sites: 010131,"
concrete tank,C1/3760650H,Sat 01 Feb 1947,Unknown,,"Erect concrete stands around tanks & pumps with add of i nterceptor lewis motors ltd trevellas st agnes PT0269 w lewis os reference: SW7451 7551 sites: 251017,"
concrete tank,C2/77/01219,Sat 01 Feb 1947,Unknown,"Land At/Par Harbour, Par",CONSTRUCTION OF TWO CONCRETE TANKS
